,Id,Personal URL,Profile Cover Image Status,Profile Text Color R,Profile Text Color G,Profile Text Color B,Profile Page Color R,Profile Page Color G,Profile Page Color B,Profile Theme Color R,Profile Theme Color G,Profile Theme Color B,Is Profile View Size Customized?,Location Public Visibility,Profile Creation Month,Profile Creation Day,Profile Creation WeekDay,Profile Creation Hour,User Language,Num of Followers,Num of People Following,Num of Status Updates,Num of Direct Messages,Avg Daily Profile Visit Duration in seconds,Avg Daily Profile Clicks,Profile Image,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,-39600,-36000,-28800,-25200,-21600,-18000,-14400,-10800,-7200,0,3600,7200,10800,14400,16200,18000,19800,21600,25200,28800,32400,36000,37800,39600,46800,Not verified,Pending,Verified,business,celebrity,government,unknown,Num of Profile Likes
1978,GS6LDO8AL2HSTGCE,1,1,0.17,0.18,0.45,0.87,0.93,0.96,0.75,0.87,0.93,0,0,12,12,0,15,6,2.444044795918076,2.184691430817599,3.0916669575956846,1.0,1.568201724066995,0.6020599913279624,GS6LDO8AL2HSTGCE.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0086001717619175
1983,KSAJ3B3LMQBN2A0Q,0,1,0.0,0.0,0.0,0.87,0.93,0.96,1.0,1.0,1.0,0,0,4,28,5,11,8,2.3909351071033793,2.924795995797912,2.829946695941636,1.1139433523068367,1.146128035678238,0.3010299956639812,KSAJ3B3LMQBN2A0Q.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
1984,FM5EAEK0S1O7O3C1,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.6,0.64,0.71,0,0,5,1,3,9,6,5.8408873723963985,0.6989700043360189,3.2706788361447066,2.727541257028556,1.591064607026499,0.6020599913279624,FM5EAEK0S1O7O3C1.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4191293077419758
1985,PTOE51RCMI1321RG,0,0,0.91,0.76,0.01,0.87,0.93,0.96,0.15,0.15,0.15,0,0,4,22,6,10,6,4.325556710051133,3.225309281725863,4.065766387622749,1.7993405494535817,1.2787536009528289,0.7781512503836436,PTOE51RCMI1321RG.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5422027824340283
1987,50Q37MMI41N5RTTI,1,1,0.0,0.52,0.71,0.0,0.0,0.0,0.75,0.87,0.93,0,0,5,19,1,22,6,2.8603380065709936,2.100370545117563,2.578639209968072,1.3222192947339193,1.1139433523068367,0.8450980400142568,50Q37MMI41N5RTTI.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5428254269591797
1988,NHSBEB5HL903LE3Q,0,1,0.67,0.72,0.76,0.88,0.94,0.98,1.0,0.5,0.0,0,1,4,28,0,13,6,3.5232260419657013,3.1136091510730277,3.785472203306388,2.0969100130080562,1.462397997898956,0.7781512503836436,NHSBEB5HL903LE3Q.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.88320703335239
1990,MC0MFMHQDR0MN4M9,1,1,0.09,0.58,0.1,0.6,0.8,0.2,1.0,0.95,0.39,0,0,3,17,1,21,6,3.8217099972983766,3.518118947143153,3.550839605065785,1.9395192526186185,1.5185139398778875,0.3010299956639812,MC0MFMHQDR0MN4M9.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.180412632838324
1991,9KRT3QTSLD89E495,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,7,18,4,21,0,5.997669850337016,0.0,2.5352941200427703,3.220108088040055,1.4471580313422192,0.3010299956639812,9KRT3QTSLD89E495.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9030899869919435
1993,DJ8OMPNA9318PH6L,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,12,23,4,17,8,6.122757670804001,2.7209857441537393,3.856668483611535,3.0870712059065353,1.3617278360175928,0.6020599913279624,DJ8OMPNA9318PH6L.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.6830470382388496
1996,6LNEIH83FGKJOFEA,0,1,0.6,0.0,0.0,0.95,0.95,0.95,0.92,0.92,0.92,0,0,7,18,5,17,6,5.855171338555599,2.2479732663618064,4.086181804649749,2.979548374704095,1.2304489213782739,0.47712125471966244,6LNEIH83FGKJOFEA.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.3510228525841237
1997,JO7RG2LFCNJHDNO7,0,1,0.03,0.51,0.33,0.89,0.89,0.87,0.93,0.93,0.91,0,1,11,21,5,4,6,3.4539295920577286,2.5877109650189114,3.059941888061955,1.8750612633917,1.2304489213782739,0.3010299956639812,JO7RG2LFCNJHDNO7.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.9943171526696366
1999,F34GT38DQ29GEJN8,1,0,0.02,0.2,0.51,0.95,0.65,0.06,0.02,0.2,0.51,0,1,3,26,4,11,6,3.808616035426992,3.1556396337597765,3.3961993470957363,2.3521825181113627,1.380211241711606,0.3010299956639812,F34GT38DQ29GEJN8.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.4756711883244296
2001,CCCB89HBCB8BNLEC,1,0,1.0,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,19,4,11,14,3.5267268673146357,1.9242792860618816,2.877371345869774,1.505149978319906,1.2041199826559248,0.3010299956639812,CCCB89HBCB8BNLEC.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.9867717342662448
2005,4PB6Q9T32P343J7J,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,7,8,0,7,14,3.8076703012304836,0.47712125471966244,3.3354579006893843,2.2833012287035497,1.3617278360175928,0.47712125471966244,4PB6Q9T32P343J7J.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2006,88L0R0M2MHN1HPI4,0,0,0.09,0.11,0.06,0.99,0.99,0.91,0.0,0.09,0.0,0,1,6,19,4,7,7,5.760141910959036,2.060697840353612,3.9055800282352426,2.7307822756663893,1.380211241711606,0.47712125471966244,88L0R0M2MHN1HPI4.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.5705429398818973
2007,K7OSC15RA8GFEFR6,1,0,0.0,0.27,0.49,0.87,0.93,0.96,0.23,0.58,0.85,0,1,7,13,0,7,6,5.201874858535879,1.7403626894942439,4.14587979647062,2.561101383649056,1.041392685158225,0.3010299956639812,K7OSC15RA8GFEFR6.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.8260748027008264
2010,EGISNK52TQBL0J8F,0,0,0.01,0.01,0.01,0.87,0.93,0.94,0.0,0.0,0.0,0,1,5,31,0,19,8,4.582211134320218,1.968482948553935,3.5407047833107623,2.143014800254095,1.568201724066995,0.6020599913279624,EGISNK52TQBL0J8F.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.1740598077250253
2014,L3PR3P4QJHD3GDJ7,0,0,0.0,0.6,0.8,0.93,0.93,0.93,0.0,0.4,0.6,0,0,8,13,3,16,6,3.7450747915820575,2.342422680822206,3.4112829130173843,2.2329961103921536,0.9542425094393249,0.7781512503836436,L3PR3P4QJHD3GDJ7.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.9185545305502734
2015,S77877N0J3ICITS4,0,0,0.11,0.68,0.67,0.87,0.93,0.96,0.75,0.87,0.93,0,1,1,17,3,17,6,4.570974684770967,3.0153597554092144,3.95433900860246,2.429752280002408,1.1139433523068367,0.8450980400142568,S77877N0J3ICITS4.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.8825814535544514
2016,OLB7I3NTC8ISD9M2,0,1,0.0,0.0,0.0,0.58,0.91,0.93,0.0,0.6,0.73,0,0,3,8,4,1,24,5.900339267362071,2.225309281725863,3.8467699535372186,1.8808135922807914,1.255272505103306,0.47712125471966244,OLB7I3NTC8ISD9M2.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.4671639659690903
2018,HT3RA9O7GHQGFRTC,1,1,0.15,0.15,0.15,0.94,0.94,0.94,0.07,0.08,0.09,0,1,7,22,3,23,18,3.675961549642169,2.037426497940624,3.4239009185284166,2.012837224705172,1.2304489213782739,0.6020599913279624,HT3RA9O7GHQGFRTC.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.7853298350107671
2019,PCS1MQCR2MS7ONK3,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.0,0.0,0.0,0,0,10,31,5,1,6,4.264534495078272,3.230704313612569,3.630427875025024,2.545307116465824,1.1760912590556813,0.3010299956639812,PCS1MQCR2MS7ONK3.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5563025007672873
2020,1RL3NO6LIIFS34T6,0,1,0.67,0.72,0.76,0.76,0.71,0.71,0.35,0.56,0.88,0,1,5,25,0,6,6,4.865571788948396,2.496929648073215,4.211601044145239,2.5943925503754266,1.6334684555795866,0.47712125471966244,1RL3NO6LIIFS34T6.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.6475785542124552
2021,756PT53OBT3JH79H,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,4,30,3,8,6,3.652343055062715,2.5809249756756194,3.344981413927258,1.6532125137753437,1.2304489213782739,0.6020599913279624,756PT53OBT3JH79H.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.583198773968623
2022,386AAE1O7S9MC65A,1,0,0.14,0.18,0.55,1.0,1.0,1.0,1.0,1.0,1.0,0,1,2,1,0,7,15,4.333769600873475,3.327563260187278,3.9509487143994004,2.5237464668115646,1.5185139398778875,0.3010299956639812,386AAE1O7S9MC65A.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.8195439355418688
2023,347C95DQ8ONESN6L,1,1,1.0,0.0,0.0,0.87,0.93,0.96,0.56,0.77,0.25,0,0,10,28,0,20,8,3.0704073217401198,2.1789769472931693,2.7788744720027396,0.8450980400142568,1.146128035678238,0.3010299956639812,347C95DQ8ONESN6L.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.436162647040756
2027,OA959QF1CJI7R3TI,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,1,8,1,2,6,4.0900816180388215,2.423245873936808,1.863322860120456,2.4345689040341987,1.3617278360175928,0.47712125471966244,OA959QF1CJI7R3TI.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.060697840353612
2028,DK1G89CSS5TFF1LP,1,1,0.66,0.66,0.66,0.87,0.93,0.96,0.98,0.98,0.98,0,1,7,28,3,10,8,4.605111025123903,3.3873898263387296,4.168025808774629,2.60422605308447,1.3424226808222062,0.47712125471966244,DK1G89CSS5TFF1LP.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7704101315139065
2029,2I5BOJHKTPCS2G0T,1,1,0.0,0.27,0.53,0.87,0.93,0.96,0.75,0.87,0.93,0,1,9,20,3,10,10,5.866725548549774,2.639486489268586,3.9481683617271317,3.1489109931093564,1.4913616938342726,0.47712125471966244,2I5BOJHKTPCS2G0T.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0644579892269186
2030,P6FSAF69JHCAE1M1,1,1,0.18,0.76,0.94,0.15,0.14,0.16,0.1,0.11,0.12,0,1,1,22,4,19,6,4.459724113841842,3.2024883170600935,3.9795938958489305,2.525044807036845,1.591064607026499,0.6020599913279624,P6FSAF69JHCAE1M1.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.1398790864012365
2031,B0M2M8GR6LJTKM82,1,1,0.6,0.11,0.92,0.83,0.83,0.83,1.0,1.0,1.0,0,0,4,1,3,7,15,6.070773141972338,2.48572142648158,3.673665876245702,3.2402995820027125,1.3617278360175928,0.3010299956639812,B0M2M8GR6LJTKM82.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.7781512503836436
2032,R8O35P9RTHS0K5SA,0,0,0.02,0.72,0.8,0.87,0.93,0.96,1.0,1.0,1.0,0,0,2,3,3,19,6,4.6913114038936445,3.1702617153949575,3.7622282842864743,2.6273658565927325,1.380211241711606,0.3010299956639812,R8O35P9RTHS0K5SA.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7157527168228595
2034,A8ABBIL991ITHJK1,1,1,0.44,0.07,0.68,0.0,0.0,0.0,0.27,0.1,0.42,0,1,9,9,3,18,6,5.154679544267725,2.5854607295085006,3.8602181846687564,3.1072099696478683,1.1760912590556813,0.6989700043360189,A8ABBIL991ITHJK1.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.2884728005997825
2035,FQMTNN9H44L346M1,0,1,0.01,0.52,0.26,0.87,0.93,0.96,1.0,1.0,1.0,0,0,8,8,3,14,6,3.753199914199416,2.380211241711606,3.149834696715785,1.2304489213782739,1.5185139398778875,0.6020599913279624,FQMTNN9H44L346M1.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.3380578754197563
2037,I40G26A2T14ROAEC,1,1,0.4,0.52,0.0,0.9,0.89,0.81,0.79,0.88,0.9,0,0,3,31,3,15,6,2.3654879848909,0.47712125471966244,1.7853298350107671,1.0,1.2041199826559248,0.3010299956639812,I40G26A2T14ROAEC.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2038,KOKL61SK0T5FJPK4,1,0,0.0,0.0,0.0,0.96,0.81,0.07,1.0,1.0,1.0,0,0,8,1,5,14,6,4.268414144576543,2.615950051656401,4.3692158574101425,1.99563519459755,1.4471580313422192,0.6020599913279624,KOKL61SK0T5FJPK4.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0806264869218056
2040,SQK3358J1AQSHEFK,1,1,0.79,0.47,0.09,0.95,0.93,0.91,0.88,0.87,0.82,0,1,4,21,0,16,6,3.756179516843809,2.2121876044039577,3.6131015169669127,2.311753861055754,1.505149978319906,0.47712125471966244,SQK3358J1AQSHEFK.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0681858617461617
2041,6CLTF3PL5EJO28E6,0,1,0.0,0.52,0.71,0.95,0.97,1.0,1.0,1.0,1.0,0,1,3,19,3,15,16,5.968309663178278,1.8692317197309762,4.369679599559816,3.2732328340430454,0.9542425094393249,0.9542425094393249,6CLTF3PL5EJO28E6.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.115943176939055
2042,F30COFG3028A571Q,0,1,0.09,0.16,0.32,0.94,0.94,0.94,1.0,1.0,1.0,0,1,10,26,0,17,6,4.535116820802952,3.5788683286660286,4.246498580795801,2.832508912706236,1.505149978319906,0.7781512503836436,F30COFG3028A571Q.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.6137361412618714
2044,IDA8QI9PONP1EENF,1,1,0.0,0.52,0.71,0.73,0.79,0.88,0.1,0.35,0.59,0,1,4,24,4,10,6,5.13482710604228,2.578639209968072,4.254330512865347,3.208441356438567,1.3617278360175928,0.3010299956639812,IDA8QI9PONP1EENF.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.2695129442179165
2046,G4AGETINJ5R73J7R,0,0,0.07,0.57,0.95,0.94,0.94,0.94,0.07,0.08,0.09,0,1,6,28,0,14,6,4.87060286256163,3.378579576115775,4.2255935481548,2.89707700320942,1.505149978319906,0.6020599913279624,G4AGETINJ5R73J7R.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.7506626461340558
2047,H7H8B96BLB52S07M,1,1,0.0,0.0,0.0,0.87,0.93,0.96,1.0,1.0,1.0,0,1,10,28,3,14,6,5.487390108427384,2.0681858617461617,4.187633509950693,2.7363965022766426,1.6434526764861874,0.47712125471966244,H7H8B96BLB52S07M.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.8692317197309762
2048,LLDNBKLI5DGKCFES,1,1,0.87,0.14,0.49,0.87,0.93,0.94,0.87,0.14,0.49,0,0,12,20,3,0,6,2.870403905279027,2.03342375548695,2.807535028068853,0.9030899869919435,1.5440680443502757,0.3010299956639812,LLDNBKLI5DGKCFES.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7993405494535817
2049,K387SR7QP154528T,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,5,18,5,20,6,3.1818435879447726,2.6711728427150834,3.3783979009481375,1.255272505103306,1.505149978319906,0.3010299956639812,K387SR7QP154528T.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.1953460583484197
2050,3BESNNCE92OO297N,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,3,26,3,17,6,4.428976638512883,3.2489536154957075,3.781755374652469,2.7032913781186614,1.0791812460476249,0.8450980400142568,3BESNNCE92OO297N.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.965201701025912
2052,2T8OBHDBRCDNJD36,1,0,0.6,0.11,0.92,0.87,0.93,0.96,0.75,0.87,0.93,0,1,6,15,0,18,6,3.355834495884936,2.7032913781186614,2.884228769632604,1.6334684555795866,1.4313637641589874,0.6989700043360189,2T8OBHDBRCDNJD36.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.3096301674258988
2054,245A0TAJ8DIM8NN4,0,1,0.18,0.76,0.94,0.15,0.14,0.16,0.6,0.64,0.71,0,1,3,12,4,0,6,3.5269850685599957,3.3265406685165617,3.5451833682154064,2.060697840353612,1.3979400086720377,0.7781512503836436,245A0TAJ8DIM8NN4.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.374198257929083
2055,LI49B26K865TJQHT,1,1,0.31,0.64,0.96,0.92,0.92,0.92,0.29,0.29,0.29,0,1,11,7,4,11,4,5.385613422419834,2.342422680822206,4.029180788907547,2.8739015978644615,1.4313637641589874,0.8450980400142568,LI49B26K865TJQHT.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.396896449142524
2056,QQ3GS6RETJL95OK3,0,1,0.45,0.72,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0,1,4,15,3,21,6,6.003823154441854,3.4800069429571505,4.587261849692534,2.75815462196739,1.3979400086720377,0.6020599913279624,QQ3GS6RETJL95OK3.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.899984562549391
2057,33DJL403HFBICESE,0,1,0.6,0.36,0.12,0.96,0.92,0.74,0.27,0.4,0.54,0,1,2,12,3,13,6,3.9348518029656607,2.8727388274726686,3.823409014892545,2.3010299956639813,1.3617278360175928,0.7781512503836436,33DJL403HFBICESE.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.062581984228163
2058,BT2AMND2R1KNLCDM,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,12,18,6,9,6,5.870238233065432,1.041392685158225,4.062205808819713,2.9175055095525466,0.9030899869919435,0.3010299956639812,BT2AMND2R1KNLCDM.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9542425094393249
2061,23220EOOHHNAEARK,1,1,0.0,0.52,0.71,0.75,0.87,0.93,0.01,0.14,0.19,0,0,2,16,3,17,8,3.5953859808091417,1.8129133566428555,2.9370161074648142,1.0,1.255272505103306,0.3010299956639812,23220EOOHHNAEARK.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.6812412373755872
2062,S0HKC0KPI1AT3JCR,1,1,0.11,0.58,0.88,0.75,0.87,0.93,0.01,0.14,0.19,0,0,10,13,3,12,8,5.05551975989212,2.416640507338281,4.112102054770891,2.481442628502305,1.3979400086720377,0.6020599913279624,S0HKC0KPI1AT3JCR.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.2095150145426308
2065,78NCMEOEBGJ69R9Q,1,1,0.38,0.29,0.62,0.0,0.0,0.0,1.0,1.0,1.0,0,1,5,8,3,14,6,3.3287872003545345,1.8129133566428555,3.4158077276355434,1.4913616938342726,1.3222192947339193,0.3010299956639812,78NCMEOEBGJ69R9Q.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.8407332346118066
2066,IGS8O8JN4M9TP9KA,1,1,0.03,0.03,0.03,0.52,0.03,0.03,0.4,0.01,0.03,0,1,8,25,3,15,6,3.098643725817057,2.974971994298069,3.12057393120585,1.5185139398778875,1.505149978319906,0.3010299956639812,IGS8O8JN4M9TP9KA.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.250420002308894
2067,LOT9TQAGA0A592TL,1,1,0.67,0.72,0.76,0.94,0.94,0.94,0.98,0.98,0.98,0,0,8,27,4,16,18,4.293163595641659,2.1398790864012365,3.8013350956745464,2.075546961392531,1.3979400086720377,0.6020599913279624,LOT9TQAGA0A592TL.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.2833012287035497
2070,OFLCLE0TQBQFC880,1,1,0.0,0.55,0.77,0.87,0.93,0.96,0.0,0.0,0.0,0,0,10,12,1,15,10,5.522595492927832,1.792391689498254,3.523616419054371,2.725094521081469,1.5563025007672873,0.3010299956639812,OFLCLE0TQBQFC880.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8920946026904804
